"","A_chr","A_start","A_end","A_peak","C_chr","C_start","C_end","C_peak","overlap"
"1579","chr2",105402239,105402461,"union_peak_30512","chr2",105402278,105402633,"union_peak_19025",183
"1580","chr12",99517182,99517454,"union_peak_12878","chr12",99517361,99517684,"union_peak_7961",93
"1581","chr7",64158646,64159240,"union_peak_45983","chr7",64158563,64159371,"union_peak_28782",594
"1582","chr5",21035550,21036369,"union_peak_38404","chr5",21035955,21036286,"union_peak_24030",331
"1583","chr10",123153411,123153742,"union_peak_6556","chr10",123153427,123154072,"union_peak_4116",315
"1584","chr2",132114115,132114752,"union_peak_31110","chr2",132113727,132114555,"union_peak_19419",440
"1585","chr15",6555599,6555933,"union_peak_18054","chr15",6554540,6556977,"union_peak_11210",334
"1586","chr2",12439371,12440373,"union_peak_28502","chr2",12439523,12440515,"union_peak_17736",850
"1587","chr8",70341811,70342453,"union_peak_48950","chr8",70342171,70342685,"union_peak_30577",282
"1588","chr4",46422355,46423057,"union_peak_35730","chr4",46422431,46422967,"union_peak_22308",536
"1589","chr5",64360368,64361118,"union_peak_39139","chr5",64360344,64361276,"union_peak_24445",750
"1590","chr1",40473596,40474036,"union_peak_454","chr1",40473434,40474421,"union_peak_293",440
"1591","chr2",173431673,173432156,"union_peak_32250","chr2",173431525,173432108,"union_peak_20035",435
"1592","chr7",129593238,129593456,"union_peak_47677","chr7",129591636,129593734,"union_peak_29837",218
"1593","chr14",53374287,53374896,"union_peak_16699","chr14",53374374,53375220,"union_peak_10343",522
"1594","chr13",108298342,108298542,"union_peak_15697","chr13",108297215,108298864,"union_peak_9697",200
"1595","chr4",95196040,95196662,"union_peak_36278","chr4",95196032,95196713,"union_peak_22676",622
"1596","chr19",11107592,11108434,"union_peak_26950","chr19",11107540,11108398,"union_peak_16773",806
"1597","chrX",150468216,150468590,"union_peak_54890","chrX",150468198,150468637,"union_peak_34209",374
"1598","chr16",58479939,58480755,"union_peak_21733","chr16",58480045,58480645,"union_peak_13494",600
"1599","chr11",116828449,116829334,"union_peak_10889","chr11",116828198,116829283,"union_peak_6755",834
"1600","chr7",75483038,75483704,"union_peak_46240","chr7",75483342,75483908,"union_peak_28942",362
"1601","chr5",122456498,122456834,"union_peak_40605","chr5",122456162,122457097,"union_peak_25379",336
"1602","chr8",13582480,13583124,"union_peak_48229","chr8",13582492,13582829,"union_peak_30127",337
"1603","chr12",108634068,108634312,"union_peak_13234","chr12",108633801,108634478,"union_peak_8168",244
"1604","chr5",148714687,148715726,"union_peak_41541","chr5",148714762,148715410,"union_peak_25939",648
"1605","chr4",136015942,136016702,"union_peak_37540","chr4",136016005,136016635,"union_peak_23455",630
"1606","chr19",45057348,45057574,"union_peak_27745","chr19",45057313,45059230,"union_peak_17273",226
"1607","chr2",165960736,165961208,"union_peak_31908","chr2",165960662,165960942,"union_peak_19843",206
"1608","chr8",33603013,33603256,"union_peak_48528","chr8",33602815,33603074,"union_peak_30302",61
"1609","chr6",53584625,53585034,"union_peak_42480","chr6",53584585,53585324,"union_peak_26527",409
"1610","chr10",59540169,59540396,"union_peak_4733","chr10",59539808,59540497,"union_peak_2965",227
"1611","chr8",46628329,46629021,"union_peak_48710","chr8",46628806,46629153,"union_peak_30437",215
"1612","chr14",75022473,75022925,"union_peak_17444","chr14",75022643,75022886,"union_peak_10818",243
"1613","chr6",72644499,72644847,"union_peak_42809","chr6",72644419,72644825,"union_peak_26753",326
"1614","chr3",19373451,19373980,"union_peak_32564","chr3",19373319,19373924,"union_peak_20228",473
"1615","chr2",27693523,27694316,"union_peak_28862","chr2",27693325,27694337,"union_peak_17978",793
"1616","chr5",121519611,121520221,"union_peak_40537","chr5",121519535,121520027,"union_peak_25336",416
"1617","chr11",103232949,103233504,"union_peak_10285","chr11",103233014,103233512,"union_peak_6406",490
"1618","chr13",5955921,5956748,"union_peak_13666","chr13",5955972,5956906,"union_peak_8426",776
"1619","chr8",57579838,57580162,"union_peak_48805","chr8",57579663,57580474,"union_peak_30493",324
"1620","chr6",134332698,134333574,"union_peak_44218","chr6",134332619,134333803,"union_peak_27637",876
"1621","chr19",6869201,6869750,"union_peak_26724","chr19",6869125,6869856,"union_peak_16632",549
"1622","chr5",117953696,117954665,"union_peak_40376","chr5",117953705,117954661,"union_peak_25251",956
"1623","chr7",139208041,139208329,"union_peak_47810","chr7",139207920,139208483,"union_peak_29917",288
"1624","chr14",53072566,53073481,"union_peak_16689","chr14",53072729,53073216,"union_peak_10334",487
"1625","chr1",138299554,138299962,"union_peak_2318","chr1",138299156,138300120,"union_peak_1427",408
"1626","chr2",80684483,80685238,"union_peak_30138","chr2",80684155,80685465,"union_peak_18786",755
"1627","chr19",53800402,53801157,"union_peak_28008","chr19",53800510,53801040,"union_peak_17433",530
"1628","chr6",142852602,142853188,"union_peak_44410","chr6",142852613,142853340,"union_peak_27776",575
"1629","chr7",58451963,58452454,"union_peak_45900","chr7",58451779,58452652,"union_peak_28716",491
"1630","chr1",151682769,151683461,"union_peak_2456","chr1",151682634,151683795,"union_peak_1526",692
"1631","chr2",164506509,164507196,"union_peak_31813","chr2",164506750,164507038,"union_peak_19795",288
"1632","chr2",35680184,35680734,"union_peak_29344","chr2",35680137,35680791,"union_peak_18266",550
"1633","chr15",100905759,100906142,"union_peak_20263","chr15",100904980,100906080,"union_peak_12594",321
"1634","chr1",46864073,46864723,"union_peak_559","chr1",46863816,46864928,"union_peak_358",650
"1635","chr1",55528486,55529217,"union_peak_800","chr1",55528546,55529319,"union_peak_514",671
"1636","chr2",13195437,13196045,"union_peak_28508","chr2",13195150,13196226,"union_peak_17738",608
"1637","chr8",86845905,86846360,"union_peak_49464","chr8",86845858,86846176,"union_peak_30897",271
"1638","chr17",72932305,72932551,"union_peak_24440","chr17",72932167,72932700,"union_peak_15213",246
"1639","chr8",39020326,39021106,"union_peak_48661","chr8",39020221,39021146,"union_peak_30400",780
"1640","chr9",83829942,83830207,"union_peak_52687","chr9",83829803,83830228,"union_peak_32807",265
"1641","chr16",92867214,92867953,"union_peak_22087","chr16",92867132,92867993,"union_peak_13766",739
"1642","chr12",70677668,70677935,"union_peak_12158","chr12",70677400,70678227,"union_peak_7534",267
"1643","chr16",55617339,55618219,"union_peak_21658","chr16",55617382,55618104,"union_peak_13436",722
"1644","chr3",90359039,90359621,"union_peak_33668","chr3",90358771,90359824,"union_peak_20944",582
"1645","chr19",5084574,5084763,"union_peak_26578","chr19",5084389,5084909,"union_peak_16544",189
"1646","chr7",63973225,63973645,"union_peak_45957","chr7",63972910,63974999,"union_peak_28762",420
"1647","chrX",159839364,159839896,"union_peak_54999","chrX",159839238,159840020,"union_peak_34277",532
"1648","chr10",85166063,85166444,"union_peak_5693","chr10",85165891,85166696,"union_peak_3535",381
"1649","chr13",8400357,8401130,"union_peak_13682","chr13",8400324,8401552,"union_peak_8436",773
"1650","chr10",93402457,93403499,"union_peak_5842","chr10",93402400,93403405,"union_peak_3637",948
"1651","chr11",76748162,76748444,"union_peak_8913","chr11",76747883,76749707,"union_peak_5570",282
"1652","chr2",68875822,68876285,"union_peak_29791","chr2",68875693,68876095,"union_peak_18558",273
"1653","chr12",70694990,70695510,"union_peak_12161","chr12",70694836,70695575,"union_peak_7537",520
"1654","chr6",54715579,54716310,"union_peak_42513","chr6",54715408,54716330,"union_peak_26538",731
"1655","chr13",8456573,8457552,"union_peak_13685","chr13",8456522,8458331,"union_peak_8440",979
"1656","chr6",146450564,146452150,"union_peak_44542","chr6",146451602,146453143,"union_peak_27867",548
"1657","chr11",49082611,49082796,"union_peak_7672","chr11",49082754,49083691,"union_peak_4821",42
"1658","chr11",98952833,98953253,"union_peak_10005","chr11",98952646,98953031,"union_peak_6230",198
"1659","chr10",18070327,18071386,"union_peak_3911","chr10",18070555,18071222,"union_peak_2440",667
"1660","chr5",64864495,64865534,"union_peak_39196","chr5",64864503,64865705,"union_peak_24488",1031
"1661","chr1",66941003,66941231,"union_peak_1049","chr1",66940654,66941303,"union_peak_689",228
"1662","chr13",8742602,8743402,"union_peak_13687","chr13",8742244,8743971,"union_peak_8441",800
"1663","chrX",42401803,42402603,"union_peak_54170","chrX",42401491,42402035,"union_peak_33778",232
"1664","chr1",127303854,127304661,"union_peak_1882","chr1",127303736,127304402,"union_peak_1176",548
"1665","chr8",71728495,71728758,"union_peak_49078","chr8",71728529,71729149,"union_peak_30655",229
"1666","chr6",113141234,113142087,"union_peak_43523","chr6",113141537,113141799,"union_peak_27186",262
"1667","chr10",78284769,78285442,"union_peak_5269","chr10",78284772,78285679,"union_peak_3276",670
"1668","chr6",8640780,8641315,"union_peak_41701","chr6",8640820,8641408,"union_peak_26043",495
"1669","chr2",130472070,130473538,"union_peak_31032","chr2",130471711,130473557,"union_peak_19370",1468
"1670","chr7",113498187,113498871,"union_peak_47125","chr7",113498175,113498893,"union_peak_29456",684
"1671","chr10",13499222,13499791,"union_peak_3835","chr10",13499239,13499948,"union_peak_2383",552
"1672","chr1",97623203,97624066,"union_peak_1711","chr1",97622957,97624204,"union_peak_1068",863
"1673","chr4",59873661,59874185,"union_peak_35962","chr4",59873618,59874060,"union_peak_22474",399
"1674","chr13",73488603,73489224,"union_peak_15133","chr13",73488553,73489106,"union_peak_9325",503
"1675","chr13",113807233,113807874,"union_peak_15869","chr13",113807372,113807775,"union_peak_9821",403
"1676","chr3",107577735,107578464,"union_peak_34267","chr3",107577761,107578323,"union_peak_21340",562
"1677","chr5",31520469,31520970,"union_peak_38691","chr5",31520780,31521204,"union_peak_24193",190
"1678","chr12",115257339,115258458,"union_peak_13524","chr12",115257474,115258304,"union_peak_8326",830
"1679","chr11",72196426,72197102,"union_peak_8653","chr11",72196397,72197000,"union_peak_5428",574
"1680","chr19",10800983,10801709,"union_peak_26920","chr19",10801281,10801739,"union_peak_16751",428
"1681","chr2",166740381,166740867,"union_peak_31977","chr2",166740346,166740967,"union_peak_19880",486
"1682","chr6",55176006,55177524,"union_peak_42565","chr6",55176228,55176480,"union_peak_26571",252
"1683","chr10",121382420,121382972,"union_peak_6474","chr10",121382544,121382906,"union_peak_4066",362
"1684","chr10",61317433,61318174,"union_peak_4839","chr10",61317538,61318420,"union_peak_3023",636
"1685","chr10",89755129,89755490,"union_peak_5770","chr10",89755380,89755747,"union_peak_3589",110
"1686","chr12",70698135,70698829,"union_peak_12162","chr12",70698286,70698859,"union_peak_7538",543
"1687","chr8",121643200,121643941,"union_peak_50294","chr8",121643412,121643801,"union_peak_31368",389
"1688","chr19",46002314,46002585,"union_peak_27800","chr19",46002570,46004077,"union_peak_17302",15
"1689","chr15",5514209,5514738,"union_peak_18030","chr15",5514123,5514873,"union_peak_11192",529
"1690","chrX",23680598,23681131,"union_peak_54074","chrX",23680649,23680918,"union_peak_33715",269
"1691","chr8",85647433,85647895,"union_peak_49431","chr8",85647263,85647918,"union_peak_30876",462
"1692","chr2",113966169,113966632,"union_peak_30554","chr2",113966091,113966549,"union_peak_19059",380
"1693","chr7",101600128,101600954,"union_peak_46885","chr7",101599490,101601139,"union_peak_29318",826
"1694","chr12",69529458,69530483,"union_peak_12112","chr12",69529612,69530462,"union_peak_7501",850
"1695","chr11",94141489,94142226,"union_peak_9595","chr11",94141562,94142310,"union_peak_5996",664
"1696","chr17",47269183,47270069,"union_peak_23933","chr17",47269293,47270208,"union_peak_14894",776
"1697","chr9",123835591,123836435,"union_peak_53770","chr9",123835491,123836674,"union_peak_33494",844
"1698","chr13",113556533,113556853,"union_peak_15858","chr13",113556525,113556872,"union_peak_9811",320
"1699","chr2",113902907,113903631,"union_peak_30553","chr2",113902850,113904847,"union_peak_19057",724
"1700","chr17",47123435,47124016,"union_peak_23920","chr17",47123531,47124059,"union_peak_14887",485
"1701","chr7",64089868,64090783,"union_peak_45978","chr7",64089983,64090805,"union_peak_28777",800
"1702","chr10",93631621,93632362,"union_peak_5862","chr10",93631520,93632153,"union_peak_3652",532
"1703","chr14",86713988,86714660,"union_peak_17627","chr14",86714315,86714816,"union_peak_10944",345
"1704","chr5",21263079,21263651,"union_peak_38419","chr5",21262973,21263354,"union_peak_24041",275
"1705","chr14",66213242,66213841,"union_peak_17181","chr14",66213308,66213658,"union_peak_10662",350
"1706","chr11",98542071,98542321,"union_peak_9954","chr11",98542284,98542608,"union_peak_6200",37
"1707","chr5",44011051,44011612,"union_peak_38994","chr5",44010962,44011414,"union_peak_24348",363
"1708","chr9",102541615,102542005,"union_peak_52988","chr9",102541518,102542109,"union_peak_33007",390
"1709","chr8",111813676,111814404,"union_peak_49969","chr8",111813707,111814433,"union_peak_31196",697
"1710","chr16",31192935,31193293,"union_peak_21081","chr16",31191269,31192957,"union_peak_13061",22
"1711","chrX",102062440,102062718,"union_peak_54643","chrX",102062237,102062516,"union_peak_34064",76
"1712","chrX",142901939,142902479,"union_peak_54875","chrX",142901812,142902517,"union_peak_34203",540
"1713","chr11",46269037,46269658,"union_peak_7589","chr11",46268380,46269888,"union_peak_4764",621
"1714","chr5",77112448,77113188,"union_peak_39514","chr5",77112653,77113307,"union_peak_24689",535
"1715","chr12",70680605,70680806,"union_peak_12159","chr12",70680438,70680683,"union_peak_7535",78
"1716","chr12",77142432,77142718,"union_peak_12383","chr12",77141861,77142975,"union_peak_7668",286
"1717","chr6",3201082,3201545,"union_peak_41636","chr6",3201045,3201665,"union_peak_26004",463
"1718","chr2",33342195,33342683,"union_peak_29239","chr2",33342278,33342626,"union_peak_18190",348
"1719","chrX",102059530,102059753,"union_peak_54641","chrX",102059097,102059839,"union_peak_34062",223
"1720","chr17",35377412,35377780,"union_peak_23608","chr17",35377429,35379922,"union_peak_14685",351
"1721","chr2",173047997,173048539,"union_peak_32225","chr2",173048219,173048512,"union_peak_20017",293
"1722","chr7",44489706,44490390,"union_peak_45622","chr7",44489571,44490019,"union_peak_28542",313
"1723","chrX",7308088,7308740,"union_peak_53866","chrX",7307924,7308362,"union_peak_33589",274
"1724","chr15",78810043,78810741,"union_peak_19360","chr15",78810229,78810612,"union_peak_12048",383
"1725","chrX",170675915,170676505,"union_peak_55132","chrX",170674854,170676140,"union_peak_34359",225
"1726","chrX",170675915,170676505,"union_peak_55132","chrX",170674854,170676140,"34359",225
"1727","chr5",8416596,8417262,"union_peak_38345","chr5",8416254,8417329,"union_peak_23970",666
"1728","chr7",125489788,125490016,"union_peak_47398","chr7",125488431,125490296,"union_peak_29638",228
"1729","chr2",101762038,101763089,"union_peak_30390","chr2",101762158,101763345,"union_peak_18950",931
"1730","chr16",96907710,96908160,"union_peak_22237","chr16",96907705,96908272,"union_peak_13864",450
"1731","chr13",43549916,43550346,"union_peak_14437","chr13",43549773,43550433,"union_peak_8896",430
"1732","chr2",144482816,144483150,"union_peak_31209","chr2",144482821,144483248,"union_peak_19478",329
"1733","chr18",56832350,56833045,"union_peak_25748","chr18",56832352,56832963,"union_peak_16035",611
"1734","chr7",66291901,66292468,"union_peak_46038","chr7",66291820,66292554,"union_peak_28822",567
"1735","chr6",3536055,3536710,"union_peak_41653","chr6",3536081,3536726,"union_peak_26014",629
"1736","chrX",23697407,23697668,"union_peak_54076","chrX",23697039,23697784,"union_peak_33717",261
"1737","chr15",100539308,100539882,"union_peak_20223","chr15",100538162,100539997,"union_peak_12567",574
"1738","chr8",120529188,120529476,"union_peak_50237","chr8",120529084,120529498,"union_peak_31341",288
"1739","chr3",102748541,102749205,"union_peak_34068","chr3",102748481,102748979,"union_peak_21207",438
"1740","chr18",66429099,66429815,"union_peak_25939","chr18",66428934,66429618,"union_peak_16137",519
"1741","chr9",22123027,22123842,"union_peak_51010","chr9",22122951,22123907,"union_peak_31810",815
"1742","chr8",117320546,117320949,"union_peak_50115","chr8",117320528,117321253,"union_peak_31288",403
"1743","chr1",182162841,182163498,"union_peak_3369","chr1",182162663,182163696,"union_peak_2106",657
"1744","chr5",121501416,121502057,"union_peak_40535","chr5",121501185,121501875,"union_peak_25335",459
"1745","chr11",49997312,49997694,"union_peak_7718","chr11",49997263,49997736,"union_peak_4850",382
"1746","chr14",73441728,73442458,"union_peak_17396","chr14",73441811,73442302,"union_peak_10787",491
"1747","chr12",105790173,105790665,"union_peak_13119","chr12",105790197,105790538,"union_peak_8104",341
"1748","chr14",20005966,20006700,"union_peak_16127","chr14",20005594,20007143,"union_peak_9982",734
"1749","chr5",30245118,30245526,"union_peak_38641","chr5",30245247,30245540,"union_peak_24161",279
"1750","chr1",131136035,131136288,"union_peak_2014","chr1",131135761,131136534,"union_peak_1254",253
"1751","chr2",146400698,146402027,"union_peak_31232","chr2",146400971,146401800,"union_peak_19494",829
"1752","chr6",136470848,136471318,"union_peak_44285","chr6",136471090,136471547,"union_peak_27681",228
"1753","chr16",29977599,29978213,"union_peak_21027","chr16",29977849,29978237,"union_peak_13025",364
"1754","chr16",58548137,58548341,"union_peak_21744","chr16",58547881,58548514,"union_peak_13503",204
"1755","chr5",21030226,21030532,"union_peak_38403","chr5",21030033,21031076,"union_peak_24029",306
"1756","chr8",94919048,94919833,"union_peak_49633","chr8",94918395,94919956,"union_peak_30991",785
"1757","chr10",118541176,118541527,"union_peak_6386","chr10",118541352,118541654,"union_peak_4005",175
"1758","chr15",38199489,38200160,"union_peak_18486","chr15",38199237,38199789,"union_peak_11483",300
"1759","chr18",61549704,61550109,"union_peak_25827","chr18",61548789,61549905,"union_peak_16078",201
"1760","chr15",97311022,97311804,"union_peak_19995","chr15",97310917,97312073,"union_peak_12423",782
"1761","chr4",151845783,151846307,"union_peak_38084","chr4",151846108,151846344,"union_peak_23798",199
"1762","chr1",37310922,37311259,"union_peak_310","chr1",37310688,37311366,"union_peak_212",337
"1763","chr6",91619004,91619420,"union_peak_43218","chr6",91618884,91619563,"union_peak_26986",416
"1764","chr9",45278172,45278726,"union_peak_51541","chr9",45277941,45278707,"union_peak_32138",535
"1765","chr19",11363499,11363940,"union_peak_26959","chr19",11363166,11363781,"union_peak_16779",282
"1766","chr11",6138143,6138786,"union_peak_6961","chr11",6138249,6138712,"union_peak_4383",463
"1767","chr12",31391736,31392800,"union_peak_11740","chr12",31391878,31392816,"union_peak_7256",922
"1768","chr16",29573872,29574415,"union_peak_21018","chr16",29573869,29574520,"union_peak_13020",543
"1769","chr6",108465770,108466547,"union_peak_43461","chr6",108465665,108466791,"union_peak_27140",777
"1770","chr4",106590081,106591270,"union_peak_36438","chr4",106589925,106591119,"union_peak_22777",1038
"1771","chr1",46891877,46892425,"union_peak_562","chr1",46891584,46892668,"union_peak_360",548
"1772","chr13",19300277,19301073,"union_peak_13815","chr13",19300270,19301003,"union_peak_8539",726
"1773","chr7",67406851,67407478,"union_peak_46071","chr7",67406856,67407649,"union_peak_28843",622
"1774","chr10",85167563,85167940,"union_peak_5694","chr10",85167386,85168189,"union_peak_3536",377
"1775","chr3",88543864,88544565,"union_peak_33537","chr3",88543845,88544678,"union_peak_20853",701
"1776","chr17",28505581,28506288,"union_peak_23048","chr17",28505957,28506377,"union_peak_14344",331
"1777","chr15",99652502,99652896,"union_peak_20169","chr15",99651622,99652855,"union_peak_12534",353
"1778","chr8",104234201,104234822,"union_peak_49692","chr8",104233921,104234884,"union_peak_31020",621
"1779","chr1",60811507,60812276,"union_peak_917","chr1",60811662,60812271,"union_peak_594",609
"1780","chr10",72620607,72620978,"union_peak_5064","chr10",72620449,72620954,"union_peak_3161",347
"1781","chr5",135542276,135542509,"union_peak_41008","chr5",135542493,135542820,"union_peak_25642",16
"1782","chr12",101904980,101905321,"union_peak_12996","chr12",101904871,101906092,"union_peak_8038",341
"1783","chr8",121187441,121188240,"union_peak_50280","chr8",121187462,121188231,"union_peak_31362",769
"1784","chr6",12016872,12017340,"union_peak_41717","chr6",12017003,12017406,"union_peak_26054",337
"1785","chr5",113626196,113626692,"union_peak_40167","chr5",113626392,113626833,"union_peak_25127",300
"1786","chr1",155505635,155506079,"union_peak_2595","chr1",155505554,155506350,"union_peak_1606",444
"1787","chr2",164550438,164551215,"union_peak_31819","chr2",164550787,164551054,"union_peak_19800",267
"1788","chr13",44587698,44588470,"union_peak_14464","chr13",44587525,44588495,"union_peak_8909",772
"1789","chr7",88206159,88207218,"union_peak_46593","chr7",88206033,88207786,"union_peak_29148",1059
"1790","chr16",58690043,58690865,"union_peak_21753","chr16",58689727,58690925,"union_peak_13510",822
"1791","chr12",33075993,33076870,"union_peak_11797","chr12",33076343,33076704,"union_peak_7283",361
"1792","chr6",88835041,88835452,"union_peak_43135","chr6",88834755,88835527,"union_peak_26950",411
"1793","chr13",52078404,52079137,"union_peak_14746","chr13",52078375,52079209,"union_peak_9064",733
"1794","chr4",56931975,56932480,"union_peak_35864","chr4",56931965,56932242,"union_peak_22396",267
"1795","chr10",12993361,12994093,"union_peak_3818","chr10",12993460,12994137,"union_peak_2374",633
"1796","chr11",115665159,115665663,"union_peak_10785","chr11",115665125,115665565,"union_peak_6691",406
"1797","chr4",107996201,107997370,"union_peak_36503","chr4",107996398,107997428,"union_peak_22815",972
"1798","chr9",43095717,43096679,"union_peak_51372","chr9",43095659,43096971,"union_peak_32030",962
"1799","chr11",51881046,51881476,"union_peak_7792","chr11",51881330,51881649,"union_peak_4899",146
"1800","chr9",14293793,14294266,"union_peak_50810","chr9",14293692,14294408,"union_peak_31672",473
"1801","chr10",75503640,75504180,"union_peak_5119","chr10",75503534,75504177,"union_peak_3192",537
"1802","chr7",34984636,34986082,"union_peak_45495","chr7",34984884,34986075,"union_peak_28467",1191
"1803","chr13",37432563,37433162,"union_peak_14276","chr13",37432530,37433198,"union_peak_8800",599
"1804","chr2",146991183,146991673,"union_peak_31249","chr2",146990958,146991919,"union_peak_19502",490
"1805","chr3",22092567,22093104,"union_peak_32622","chr3",22092566,22093025,"union_peak_20273",458
"1806","chr10",37381475,37382253,"union_peak_4314","chr10",37381496,37382543,"union_peak_2713",757
"1807","chr9",108137112,108137877,"union_peak_53189","chr9",108137429,108137746,"union_peak_33137",317
"1808","chr5",112296055,112296521,"union_peak_40113","chr5",112296130,112296374,"union_peak_25104",244
"1809","chr16",33732210,33732790,"union_peak_21232","chr16",33732120,33732715,"union_peak_13153",505
"1810","chr12",8994206,8994730,"union_peak_11404","chr12",8994629,8994918,"union_peak_7055",101
"1811","chr7",130415290,130416467,"union_peak_47678","chr7",130415648,130416582,"union_peak_29839",819
"1812","chr17",47221011,47221447,"union_peak_23930","chr17",47221321,47221561,"union_peak_14892",126
"1813","chr18",56358488,56359371,"union_peak_25692","chr18",56358498,56359228,"union_peak_16000",730
"1814","chr7",31065445,31066099,"union_peak_45453","chr7",31065438,31065823,"union_peak_28438",378
"1815","chr19",10934496,10935284,"union_peak_26935","chr19",10934400,10935195,"union_peak_16763",699
"1816","chr9",123960122,123960743,"union_peak_53785","chr9",123960150,123960882,"union_peak_33504",593
"1817","chr7",117568333,117568886,"union_peak_47227","chr7",117568356,117568925,"union_peak_29527",530
"1818","chr3",107827750,107828295,"union_peak_34278","chr3",107827760,107828421,"union_peak_21345",535
"1819","chr12",99837321,99837996,"union_peak_12899","chr12",99837310,99838137,"union_peak_7976",675
"1820","chr13",51885635,51886515,"union_peak_14726","chr13",51885484,51886696,"union_peak_9053",880
"1821","chr19",56721414,56722445,"union_peak_28086","chr19",56721382,56721911,"union_peak_17475",497
"1822","chr9",46167837,46168132,"union_peak_51593","chr9",46167656,46168401,"union_peak_32166",295
"1823","chr4",101216706,101217518,"union_peak_36346","chr4",101216802,101217756,"union_peak_22719",716
"1824","chr18",34357844,34358775,"union_peak_25309","chr18",34358142,34358951,"union_peak_15770",633
"1825","chr6",87748091,87749139,"union_peak_43095","chr6",87747885,87748977,"union_peak_26925",886
"1826","chr7",16193596,16194305,"union_peak_44807","chr7",16193272,16194367,"union_peak_28038",709
"1827","chr11",46359843,46360578,"union_peak_7604","chr11",46359814,46360733,"union_peak_4775",735
"1828","chr15",27517898,27518739,"union_peak_18250","chr15",27517820,27518707,"union_peak_11340",809
"1829","chr2",166123353,166123728,"union_peak_31923","chr2",166123342,166123644,"union_peak_19850",291
"1830","chr1",36806793,36807620,"union_peak_285","chr1",36806884,36807773,"union_peak_196",736
"1831","chr1",133826091,133826737,"union_peak_2128","chr1",133826020,133826557,"union_peak_1321",466
"1832","chr13",119657028,119657540,"union_peak_15968","chr13",119656943,119657296,"union_peak_9889",268
"1833","chr6",51211180,51211732,"union_peak_42405","chr6",51211097,51211682,"union_peak_26496",502
"1834","chr10",117981355,117981903,"union_peak_6333","chr10",117981217,117983662,"union_peak_3969",548
"1835","chr8",115618011,115618833,"union_peak_50048","chr8",115618173,115618904,"union_peak_31245",660
"1836","chr12",41563280,41563884,"union_peak_11902","chr12",41563234,41563895,"union_peak_7351",604
"1837","chr17",32200851,32201728,"union_peak_23340","chr17",32200488,32201733,"union_peak_14502",877
"1838","chr11",62667455,62668046,"union_peak_8317","chr11",62667525,62668141,"union_peak_5228",521
"1839","chr10",93882743,93883325,"union_peak_5869","chr10",93881942,93882809,"union_peak_3655",66
"1840","chr1",119474895,119475766,"union_peak_1817","chr1",119475035,119475702,"union_peak_1131",667
"1841","chr7",56202606,56203303,"union_peak_45890","chr7",56202742,56203266,"union_peak_28709",524
"1842","chr5",115066137,115066678,"union_peak_40275","chr5",115066285,115066563,"union_peak_25189",278
"1843","chr19",14442755,14443454,"union_peak_27068","chr19",14442663,14443314,"union_peak_16851",559
"1844","chr11",23864165,23864793,"union_peak_7268","chr11",23864176,23864994,"union_peak_4588",617
"1845","chr9",108630604,108631196,"union_peak_53222","chr9",108630430,108631178,"union_peak_33166",574
"1846","chr4",32118862,32119241,"union_peak_35404","chr4",32118771,32119091,"union_peak_22095",229
"1847","chr2",165852419,165853570,"union_peak_31897","chr2",165852515,165852961,"union_peak_19835",446
"1848","chr9",7790607,7791150,"union_peak_50742","chr9",7790876,7791114,"union_peak_31631",238
"1849","chr8",64793028,64794235,"union_peak_48845","chr8",64792872,64794041,"union_peak_30518",1013
"1850","chr12",8842184,8843123,"union_peak_11397","chr12",8842304,8843559,"union_peak_7051",819
"1851","chr7",46985779,46986353,"union_peak_45812","chr7",46985918,46986237,"union_peak_28663",319
"1852","chr13",56152788,56154015,"union_peak_14905","chr13",56151518,56152955,"union_peak_9158",167
"1853","chr12",70713307,70714205,"union_peak_12163","chr12",70713466,70714244,"union_peak_7539",739
"1854","chr12",21378689,21379220,"union_peak_11582","chr12",21378623,21379018,"union_peak_7159",329
"1855","chr5",112310592,112311365,"union_peak_40116","chr5",112310751,112311222,"union_peak_25107",471
"1856","chr11",95748142,95748797,"union_peak_9691","chr11",95748200,95748805,"union_peak_6050",597
"1857","chr3",107884623,107885302,"union_peak_34285","chr3",107884761,107885328,"union_peak_21349",541
"1858","chr15",7030258,7030977,"union_peak_18083","chr15",7030395,7031088,"union_peak_11228",582
"1859","chr15",64257684,64258574,"union_peak_18898","chr15",64257877,64258551,"union_peak_11762",674
"1860","chr9",108628037,108628472,"union_peak_53220","chr9",108627963,108628253,"union_peak_33165",216
"1861","chr3",148729100,148729636,"union_peak_34957","chr3",148729062,148729748,"union_peak_21796",536
"1862","chr17",47440751,47441177,"union_peak_23949","chr17",47440977,47441235,"union_peak_14900",200
"1863","chr12",73323356,73324952,"union_peak_12223","chr12",73323490,73324311,"union_peak_7574",821
"1864","chr2",129250844,129251361,"union_peak_31008","chr2",129250103,129251514,"union_peak_19358",517
"1865","chr11",64115081,64115510,"union_peak_8367","chr11",64115067,64115533,"union_peak_5259",429
"1866","chr9",48817146,48817766,"union_peak_51624","chr9",48817002,48817254,"union_peak_32183",108
"1867","chr19",44604129,44604779,"union_peak_27724","chr19",44604242,44604758,"union_peak_17267",516
"1868","chr8",115469906,115470957,"union_peak_50039","chr8",115470279,115470965,"union_peak_31242",678
"1869","chr1",171796147,171796604,"union_peak_3052","chr1",171795829,171796731,"union_peak_1912",457
